valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,type,value,pop,incValue,valueYearCumSum,valueMean3y,trend,prct,deltaValue,deltaIncValue,incValuePrctChange,valueMean5y,dataComplete
cases,2021,year,SO,canton,all,agegroup_food,all,all,45,280245,16.06,NA,52.3,NA,3,NA,NA,NA,NA,TRUE
cases,2021,year,SZ,canton,all,agegroup_food,all,all,26,163689,15.88,NA,21.7,NA,1.8,NA,NA,NA,NA,TRUE
cases,2021,year,TG,canton,all,agegroup_food,all,all,41,285964,14.34,NA,45.7,NA,2.8,NA,NA,NA,NA,TRUE
cases,2021,year,TI,canton,all,agegroup_food,all,all,93,352181,26.41,NA,84.7,NA,6.3,NA,NA,NA,NA,TRUE
cases,2021,year,UR,canton,all,agegroup_food,all,all,10,37047,26.99,NA,9.3,NA,0.7,NA,NA,NA,NA,TRUE
cases,2021,year,VD,canton,all,agegroup_food,all,all,200,822968,24.3,NA,167,NA,13.5,NA,NA,NA,NA,TRUE
cases,2021,year,VS,canton,all,agegroup_food,all,all,86,353209,24.35,NA,66.7,NA,5.8,NA,NA,NA,NA,TRUE
cases,2021,year,ZG,canton,all,agegroup_food,all,all,9,129787,6.93,NA,16.7,NA,0.6,NA,NA,NA,NA,TRUE
cases,2021,year,ZH,canton,all,agegroup_food,all,all,236,1564662,15.08,NA,225.3,NA,16,NA,NA,NA,NA,TRUE
cases,2021,year,unknown,canton,all,agegroup_food,all,all,1,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,TRUE
cases,2022,year,AG,canton,all,agegroup_food,all,all,151,711232,21.23,NA,110.7,NA,8.2,NA,NA,NA,NA,TRUE
cases,2022,year,AI,canton,all,agegroup_food,all,all,0,16416,0,NA,0.7,NA,0,NA,NA,NA,NA,TRUE
cases,2022,year,AR,canton,all,agegroup_food,all,all,5,55759,8.97,NA,6,NA,0.3,NA,NA,NA,NA,TRUE
cases,2022,year,BE,canton,all,agegroup_food,all,all,148,1051437,14.08,NA,134,NA,8,NA,NA,NA,NA,TRUE
cases,2022,year,BL,canton,all,agegroup_food,all,all,78,294417,26.49,NA,58.7,NA,4.2,NA,NA,NA,NA,TRUE
cases,2022,year,BS,canton,all,agegroup_food,all,all,36,196786,18.29,NA,38,NA,2,NA,NA,NA,NA,TRUE
cases,2022,year,CH,country,all,agegroup_food,all,all,1839,8815385,20.86,NA,1519.7,NA,99.7,NA,NA,NA,NA,TRUE
cases,2022,year,CHFL,CHFL,all,agegroup_food,all,all,1844,8855062,20.82,NA,1525.7,rising,100,360,3.91,23.1,1518,TRUE
cases,2022,year,FL,country,all,agegroup_food,all,all,5,39677,12.6,NA,6,NA,0.3,NA,NA,NA,NA,TRUE
cases,2022,year,FR,canton,all,agegroup_food,all,all,86,334465,25.71,NA,65.7,NA,4.7,NA,NA,NA,NA,TRUE
cases,2022,year,GE,canton,all,agegroup_food,all,all,162,514114,31.51,NA,122.3,NA,8.8,NA,NA,NA,NA,TRUE
cases,2022,year,GL,canton,all,agegroup_food,all,all,6,41471,14.47,NA,6.3,NA,0.3,NA,NA,NA,NA,TRUE
cases,2022,year,GR,canton,all,agegroup_food,all,all,45,202538,22.22,NA,35.7,NA,2.4,NA,NA,NA,NA,TRUE
cases,2022,year,JU,canton,all,agegroup_food,all,all,26,73865,35.2,NA,13,NA,1.4,NA,NA,NA,NA,TRUE
cases,2022,year,LU,canton,all,agegroup_food,all,all,47,424851,11.06,NA,59.7,NA,2.6,NA,NA,NA,NA,TRUE
cases,2022,year,NE,canton,all,agegroup_food,all,all,49,176571,27.75,NA,37.7,NA,2.7,NA,NA,NA,NA,TRUE
cases,2022,year,NW,canton,all,agegroup_food,all,all,7,44420,15.76,NA,5,NA,0.4,NA,NA,NA,NA,TRUE
cases,2022,year,OW,canton,all,agegroup_food,all,all,2,38700,5.17,NA,5.3,NA,0.1,NA,NA,NA,NA,TRUE
cases,2022,year,SG,canton,all,agegroup_food,all,all,80,525967,15.21,NA,63.3,NA,4.4,NA,NA,NA,NA,TRUE
cases,2022,year,SH,canton,all,agegroup_food,all,all,22,85214,25.82,NA,14,NA,1.2,NA,NA,NA,NA,TRUE
cases,2022,year,SO,canton,all,agegroup_food,all,all,49,282408,17.35,NA,48,NA,2.7,NA,NA,NA,NA,TRUE
cases,2022,year,SZ,canton,all,agegroup_food,all,all,26,164920,15.77,NA,24,NA,1.4,NA,NA,NA,NA,TRUE
cases,2022,year,TG,canton,all,agegroup_food,all,all,53,289650,18.3,NA,46.3,NA,2.9,NA,NA,NA,NA,TRUE
cases,2022,year,TI,canton,all,agegroup_food,all,all,81,354023,22.88,NA,86.7,NA,4.4,NA,NA,NA,NA,TRUE
cases,2022,year,UR,canton,all,agegroup_food,all,all,8,37317,21.44,NA,9,NA,0.4,NA,NA,NA,NA,TRUE
cases,2022,year,VD,canton,all,agegroup_food,all,all,235,830431,28.3,NA,190.3,NA,12.8,NA,NA,NA,NA,TRUE
cases,2022,year,VS,canton,all,agegroup_food,all,all,92,357282,25.75,NA,76,NA,5,NA,NA,NA,NA,TRUE
cases,2022,year,ZG,canton,all,agegroup_food,all,all,24,131164,18.3,NA,17.7,NA,1.3,NA,NA,NA,NA,TRUE
cases,2022,year,ZH,canton,all,agegroup_food,all,all,319,1579967,20.19,NA,244.7,NA,17.3,NA,NA,NA,NA,TRUE
cases,2022,year,unknown,canton,all,agegroup_food,all,all,2,NA,NA,NA,1.3,NA,0.1,NA,NA,NA,NA,TRUE
cases,2023,year,AG,canton,all,agegroup_food,all,all,122,726894,16.78,NA,120,NA,6.7,NA,NA,NA,NA,TRUE
cases,2023,year,AI,canton,all,agegroup_food,all,all,0,16585,0,NA,0,NA,0,NA,NA,NA,NA,TRUE
cases,2023,year,AR,canton,all,agegroup_food,all,all,8,56495,14.16,NA,6.7,NA,0.4,NA,NA,NA,NA,TRUE
cases,2023,year,BE,canton,all,agegroup_food,all,all,197,1063533,18.52,NA,161.7,NA,10.9,NA,NA,NA,NA,TRUE
cases,2023,year,BL,canton,all,agegroup_food,all,all,70,298837,23.42,NA,66.3,NA,3.9,NA,NA,NA,NA,TRUE
cases,2023,year,BS,canton,all,agegroup_food,all,all,39,200031,19.5,NA,38.7,NA,2.1,NA,NA,NA,NA,TRUE
cases,2023,year,CH,country,all,agegroup_food,all,all,1815,8962258,20.25,NA,1710.3,NA,99.6,NA,NA,NA,NA,TRUE
cases,2023,year,CHFL,CHFL,all,agegroup_food,all,all,1823,9002273,20.25,NA,1717,rising,100,-21,-0.57,-2.7,1588.6,TRUE
cases,2023,year,FL,country,all,agegroup_food,all,all,8,40015,19.99,NA,6.7,NA,0.4,NA,NA,NA,NA,TRUE
cases,2023,year,FR,canton,all,agegroup_food,all,all,73,341537,21.37,NA,74.7,NA,4,NA,NA,NA,NA,TRUE
cases,2023,year,GE,canton,all,agegroup_food,all,all,186,524410,35.47,NA,156.3,NA,10.2,NA,NA,NA,NA,TRUE
cases,2023,year,GL,canton,all,agegroup_food,all,all,10,42056,23.78,NA,7.7,NA,0.6,NA,NA,NA,NA,TRUE
cases,2023,year,GR,canton,all,agegroup_food,all,all,40,204888,19.52,NA,37.3,NA,2.2,NA,NA,NA,NA,TRUE
cases,2023,year,JU,canton,all,agegroup_food,all,all,22,74548,29.51,NA,18.3,NA,1.2,NA,NA,NA,NA,TRUE
cases,2023,year,LU,canton,all,agegroup_food,all,all,65,432744,15.02,NA,57.7,NA,3.6,NA,NA,NA,NA,TRUE
cases,2023,year,NE,canton,all,agegroup_food,all,all,39,178291,21.87,NA,42,NA,2.1,NA,NA,NA,NA,TRUE
cases,2023,year,NW,canton,all,agegroup_food,all,all,5,45016,11.11,NA,6.7,NA,0.3,NA,NA,NA,NA,TRUE
cases,2023,year,OW,canton,all,agegroup_food,all,all,6,39272,15.28,NA,4.7,NA,0.3,NA,NA,NA,NA,TRUE
cases,2023,year,SG,canton,all,agegroup_food,all,all,70,535114,13.08,NA,68.3,NA,3.9,NA,NA,NA,NA,TRUE
cases,2023,year,SH,canton,all,agegroup_food,all,all,19,87111,21.81,NA,16.7,NA,1,NA,NA,NA,NA,TRUE
cases,2023,year,SO,canton,all,agegroup_food,all,all,62,286844,21.61,NA,52,NA,3.4,NA,NA,NA,NA,TRUE
cases,2023,year,SZ,canton,all,agegroup_food,all,all,25,167403,14.93,NA,25.7,NA,1.4,NA,NA,NA,NA,TRUE
cases,2023,year,TG,canton,all,agegroup_food,all,all,46,295220,15.58,NA,46.7,NA,2.5,NA,NA,NA,NA,TRUE
cases,2023,year,TI,canton,all,agegroup_food,all,all,107,357720,29.91,NA,93.7,NA,5.9,NA,NA,NA,NA,TRUE
cases,2023,year,UR,canton,all,agegroup_food,all,all,6,37931,15.82,NA,8,NA,0.3,NA,NA,NA,NA,TRUE
cases,2023,year,VD,canton,all,agegroup_food,all,all,211,845870,24.94,NA,215.3,NA,11.6,NA,NA,NA,NA,TRUE
cases,2023,year,VS,canton,all,agegroup_food,all,all,64,365844,17.49,NA,80.7,NA,3.5,NA,NA,NA,NA,TRUE
cases,2023,year,ZG,canton,all,agegroup_food,all,all,26,132556,19.61,NA,19.7,NA,1.4,NA,NA,NA,NA,TRUE
cases,2023,year,ZH,canton,all,agegroup_food,all,all,297,1605508,18.5,NA,284,NA,16.4,NA,NA,NA,NA,TRUE
cases,2024,year,AG,canton,all,agegroup_food,all,all,173,735808,23.51,NA,148.7,NA,7.7,NA,NA,NA,NA,TRUE
cases,2024,year,AI,canton,all,agegroup_food,all,all,0,16733,0,NA,0,NA,0,NA,NA,NA,NA,TRUE
cases,2024,year,AR,canton,all,agegroup_food,all,all,10,56705,17.64,NA,7.7,NA,0.4,NA,NA,NA,NA,TRUE
cases,2024,year,BE,canton,all,agegroup_food,all,all,229,1071216,21.38,NA,191.3,NA,10.2,NA,NA,NA,NA,TRUE
cases,2024,year,BL,canton,all,agegroup_food,all,all,82,301323,27.21,NA,76.7,NA,3.6,NA,NA,NA,NA,TRUE
cases,2024,year,BS,canton,all,agegroup_food,all,all,44,201384,21.85,NA,39.7,NA,2,NA,NA,NA,NA,TRUE
cases,2024,year,CH,country,all,agegroup_food,all,all,2256,9051029,24.93,NA,1970,NA,99.7,NA,NA,NA,NA,TRUE
cases,2024,year,CHFL,CHFL,all,agegroup_food,all,all,2263,9091915,24.89,NA,1976.7,rising,100,440,4.64,22.9,1732.6,TRUE
cases,2024,year,FL,country,all,agegroup_food,all,all,7,40886,17.12,NA,6.7,NA,0.3,NA,NA,NA,NA,TRUE
cases,2024,year,FR,canton,all,agegroup_food,all,all,81,346674,23.36,NA,80,NA,3.6,NA,NA,NA,NA,TRUE
cases,2024,year,GE,canton,all,agegroup_food,all,all,189,531102,35.59,NA,179,NA,8.4,NA,NA,NA,NA,TRUE
cases,2024,year,GL,canton,all,agegroup_food,all,all,8,42371,18.88,NA,8,NA,0.4,NA,NA,NA,NA,TRUE
cases,2024,year,GR,canton,all,agegroup_food,all,all,37,206138,17.95,NA,40.7,NA,1.6,NA,NA,NA,NA,TRUE
cases,2024,year,JU,canton,all,agegroup_food,all,all,30,74840,40.09,NA,26,NA,1.3,NA,NA,NA,NA,TRUE
cases,2024,year,LU,canton,all,agegroup_food,all,all,92,437944,21.01,NA,68,NA,4.1,NA,NA,NA,NA,TRUE
cases,2024,year,NE,canton,all,agegroup_food,all,all,65,179518,36.21,NA,51,NA,2.9,NA,NA,NA,NA,TRUE
cases,2024,year,NW,canton,all,agegroup_food,all,all,8,45345,17.64,NA,6.7,NA,0.4,NA,NA,NA,NA,TRUE
cases,2024,year,OW,canton,all,agegroup_food,all,all,4,39662,10.09,NA,4,NA,0.2,NA,NA,NA,NA,TRUE
cases,2024,year,SG,canton,all,agegroup_food,all,all,89,540036,16.48,NA,79.7,NA,3.9,NA,NA,NA,NA,TRUE
cases,2024,year,SH,canton,all,agegroup_food,all,all,23,88667,25.94,NA,21.3,NA,1,NA,NA,NA,NA,TRUE
cases,2024,year,SO,canton,all,agegroup_food,all,all,63,289792,21.74,NA,58,NA,2.8,NA,NA,NA,NA,TRUE
cases,2024,year,SZ,canton,all,agegroup_food,all,all,35,168931,20.72,NA,28.7,NA,1.6,NA,NA,NA,NA,TRUE
cases,2024,year,TG,canton,all,agegroup_food,all,all,54,299509,18.03,NA,51,NA,2.4,NA,NA,NA,NA,TRUE
cases,2024,year,TI,canton,all,agegroup_food,all,all,80,358903,22.29,NA,89.3,NA,3.5,NA,NA,NA,NA,TRUE
cases,2024,year,UR,canton,all,agegroup_food,all,all,9,38275,23.51,NA,7.7,NA,0.4,NA,NA,NA,NA,TRUE
cases,2024,year,VD,canton,all,agegroup_food,all,all,316,855106,36.95,NA,254,NA,14,NA,NA,NA,NA,TRUE
cases,2024,year,VS,canton,all,agegroup_food,all,all,100,371288,26.93,NA,85.3,NA,4.4,NA,NA,NA,NA,TRUE
cases,2024,year,ZG,canton,all,agegroup_food,all,all,25,133739,18.69,NA,25,NA,1.1,NA,NA,NA,NA,TRUE
cases,2024,year,ZH,canton,all,agegroup_food,all,all,410,1620020,25.31,NA,342,NA,18.2,NA,NA,NA,NA,TRUE
cases,2025,year,AG,canton,all,agegroup_food,all,all,162,735808,22.02,NA,152.3,NA,7.1,NA,NA,NA,NA,TRUE
cases,2025,year,AI,canton,all,agegroup_food,all,all,3,16733,17.93,NA,1,NA,0.1,NA,NA,NA,NA,TRUE
cases,2025,year,AR,canton,all,agegroup_food,all,all,9,56705,15.87,NA,9,NA,0.4,NA,NA,NA,NA,TRUE
cases,2025,year,BE,canton,all,agegroup_food,all,all,280,1071216,26.14,NA,235.3,NA,12.3,NA,NA,NA,NA,TRUE
cases,2025,year,BL,canton,all,agegroup_food,all,all,92,301323,30.53,NA,81.3,NA,4,NA,NA,NA,NA,TRUE
cases,2025,year,BS,canton,all,agegroup_food,all,all,46,201384,22.84,NA,43,NA,2,NA,NA,NA,NA,TRUE
cases,2025,year,CH,country,all,agegroup_food,all,all,2278,9051029,25.17,NA,2116.3,NA,99.6,NA,NA,NA,NA,TRUE
cases,2025,year,CHFL,CHFL,all,agegroup_food,all,all,2288,9091915,25.17,NA,2124.7,rising,100,25,0.28,1.1,1940.4,TRUE
cases,2025,year,FL,country,all,agegroup_food,all,all,10,40886,24.46,NA,8.3,NA,0.4,NA,NA,NA,NA,TRUE
cases,2025,year,FR,canton,all,agegroup_food,all,all,86,346674,24.81,NA,80,NA,3.8,NA,NA,NA,NA,TRUE
cases,2025,year,GE,canton,all,agegroup_food,all,all,193,531102,36.34,NA,189.3,NA,8.5,NA,NA,NA,NA,TRUE
cases,2025,year,GL,canton,all,agegroup_food,all,all,9,42371,21.24,NA,9,NA,0.4,NA,NA,NA,NA,TRUE
cases,2025,year,GR,canton,all,agegroup_food,all,all,46,206138,22.32,NA,41,NA,2,NA,NA,NA,NA,TRUE
cases,2025,year,JU,canton,all,agegroup_food,all,all,39,74840,52.11,NA,30.3,NA,1.7,NA,NA,NA,NA,TRUE
cases,2025,year,LU,canton,all,agegroup_food,all,all,77,437944,17.58,NA,78,NA,3.4,NA,NA,NA,NA,TRUE
cases,2025,year,NE,canton,all,agegroup_food,all,all,44,179518,24.51,NA,49.3,NA,1.9,NA,NA,NA,NA,TRUE
cases,2025,year,NW,canton,all,agegroup_food,all,all,7,45345,15.44,NA,6.7,NA,0.3,NA,NA,NA,NA,TRUE
cases,2025,year,OW,canton,all,agegroup_food,all,all,2,39662,5.04,NA,4,NA,0.1,NA,NA,NA,NA,TRUE
cases,2025,year,SG,canton,all,agegroup_food,all,all,120,540036,22.22,NA,93,NA,5.3,NA,NA,NA,NA,TRUE
cases,2025,year,SH,canton,all,agegroup_food,all,all,33,88667,37.22,NA,25,NA,1.4,NA,NA,NA,NA,TRUE
cases,2025,year,SO,canton,all,agegroup_food,all,all,70,289792,24.16,NA,65,NA,3.1,NA,NA,NA,NA,TRUE
cases,2025,year,SZ,canton,all,agegroup_food,all,all,25,168931,14.8,NA,28.3,NA,1.1,NA,NA,NA,NA,TRUE
cases,2025,year,TG,canton,all,agegroup_food,all,all,51,299509,17.03,NA,50.3,NA,2.2,NA,NA,NA,NA,TRUE
cases,2025,year,TI,canton,all,agegroup_food,all,all,98,358903,27.31,NA,95,NA,4.3,NA,NA,NA,NA,TRUE
cases,2025,year,UR,canton,all,agegroup_food,all,all,12,38275,31.35,NA,9,NA,0.5,NA,NA,NA,NA,TRUE
cases,2025,year,VD,canton,all,agegroup_food,all,all,309,855106,36.14,NA,278.7,NA,13.6,NA,NA,NA,NA,TRUE
cases,2025,year,VS,canton,all,agegroup_food,all,all,103,371288,27.74,NA,89,NA,4.5,NA,NA,NA,NA,TRUE
cases,2025,year,ZG,canton,all,agegroup_food,all,all,21,133739,15.7,NA,24,NA,0.9,NA,NA,NA,NA,TRUE
cases,2025,year,ZH,canton,all,agegroup_food,all,all,341,1620020,21.05,NA,349.3,NA,15,NA,NA,NA,NA,TRUE
cases,2013,year,CHFL,CHFL,all,agegroup_food,all,enteritidis,366,8176573,4.48,NA,NA,NA,28.8,NA,NA,NA,NA,TRUE
cases,2013,year,CHFL,CHFL,all,agegroup_food,all,monophasic_salmonella_typhimurium,204,8176573,2.49,NA,NA,NA,16.1,NA,NA,NA,NA,TRUE
cases,2013,year,CHFL,CHFL,all,agegroup_food,all,napoli,17,8176573,0.21,NA,NA,NA,1.3,NA,NA,NA,NA,TRUE
cases,2013,year,CHFL,CHFL,all,agegroup_food,all,other,467,8176573,5.71,NA,NA,NA,36.7,NA,NA,NA,NA,TRUE
cases,2013,year,CHFL,CHFL,all,agegroup_food,all,species,17,8176573,0.21,NA,NA,NA,1.3,NA,NA,NA,NA,TRUE
cases,2013,year,CHFL,CHFL,all,agegroup_food,all,typhimurium,200,8176573,2.45,NA,NA,NA,15.7,NA,NA,NA,NA,TRUE
cases,2014,year,CHFL,CHFL,all,agegroup_food,all,enteritidis,345,8274608,4.17,NA,NA,NA,27.8,NA,NA,NA,NA,TRUE
cases,2014,year,CHFL,CHFL,all,agegroup_food,all,monophasic_salmonella_typhimurium,195,8274608,2.36,NA,NA,NA,15.7,NA,NA,NA,NA,TRUE
cases,2014,year,CHFL,CHFL,all,agegroup_food,all,napoli,18,8274608,0.22,NA,NA,NA,1.5,NA,NA,NA,NA,TRUE
cases,2014,year,CHFL,CHFL,all,agegroup_food,all,other,480,8274608,5.8,NA,NA,NA,38.7,NA,NA,NA,NA,TRUE
cases,2014,year,CHFL,CHFL,all,agegroup_food,all,species,20,8274608,0.24,NA,NA,NA,1.6,NA,NA,NA,NA,TRUE
cases,2014,year,CHFL,CHFL,all,agegroup_food,all,typhimurium,182,8274608,2.2,NA,NA,NA,14.7,NA,NA,NA,NA,TRUE
cases,2015,year,CHFL,CHFL,all,agegroup_food,all,enteritidis,478,8362816,5.72,NA,396.3,NA,35.3,NA,NA,NA,NA,TRUE
cases,2015,year,CHFL,CHFL,all,agegroup_food,all,monophasic_salmonella_typhimurium,133,8362816,1.59,NA,177.3,NA,9.8,NA,NA,NA,NA,TRUE
cases,2015,year,CHFL,CHFL,all,agegroup_food,all,napoli,22,8362816,0.26,NA,19,NA,1.6,NA,NA,NA,NA,TRUE
cases,2015,year,CHFL,CHFL,all,agegroup_food,all,other,493,8362816,5.9,NA,480,NA,36.4,NA,NA,NA,NA,TRUE
cases,2015,year,CHFL,CHFL,all,agegroup_food,all,species,42,8362816,0.5,NA,26.3,NA,3.1,NA,NA,NA,NA,TRUE
cases,2015,year,CHFL,CHFL,all,agegroup_food,all,typhimurium,187,8362816,2.24,NA,189.7,NA,13.8,NA,NA,NA,NA,TRUE
cases,2016,year,CHFL,CHFL,all,agegroup_food,all,enteritidis,543,8457360,6.42,NA,455.3,NA,35.7,NA,NA,NA,NA,TRUE
cases,2016,year,CHFL,CHFL,all,agegroup_food,all,monophasic_salmonella_typhimurium,207,8457360,2.45,NA,178.3,NA,13.6,NA,NA,NA,NA,TRUE
cases,2016,year,CHFL,CHFL,all,agegroup_food,all,napoli,24,8457360,0.28,NA,21.3,NA,1.6,NA,NA,NA,NA,TRUE
cases,2016,year,CHFL,CHFL,all,agegroup_food,all,other,506,8457360,5.98,NA,493,NA,33.3,NA,NA,NA,NA,TRUE
cases,2016,year,CHFL,CHFL,all,agegroup_food,all,species,60,8457360,0.71,NA,40.7,NA,3.9,NA,NA,NA,NA,TRUE
cases,2016,year,CHFL,CHFL,all,agegroup_food,all,typhimurium,180,8457360,2.13,NA,183,NA,11.8,NA,NA,NA,NA,TRUE
cases,2017,year,CHFL,CHFL,all,agegroup_food,all,enteritidis,715,8522244,8.39,NA,578.7,NA,38.9,NA,NA,NA,NA,TRUE
cases,2017,year,CHFL,CHFL,all,agegroup_food,all,monophasic_salmonella_typhimurium,200,8522244,2.35,NA,180,NA,10.9,NA,NA,NA,NA,TRUE
cases,2017,year,CHFL,CHFL,all,agegroup_food,all,napoli,35,8522244,0.41,NA,27,NA,1.9,NA,NA,NA,NA,TRUE
cases,2017,year,CHFL,CHFL,all,agegroup_food,all,other,495,8522244,5.81,NA,498,NA,27,NA,NA,NA,NA,TRUE
cases,2017,year,CHFL,CHFL,all,agegroup_food,all,species,159,8522244,1.87,NA,87,NA,8.7,NA,NA,NA,NA,TRUE
cases,2017,year,CHFL,CHFL,all,agegroup_food,all,typhimurium,232,8522244,2.72,NA,199.7,NA,12.6,NA,NA,NA,NA,TRUE
cases,2018,year,CHFL,CHFL,all,agegroup_food,all,enteritidis,405,8582905,4.72,NA,554.3,NA,27.6,NA,NA,NA,NA,TRUE
cases,2018,year,CHFL,CHFL,all,agegroup_food,all,monophasic_salmonella_typhimurium,182,8582905,2.12,NA,196.3,NA,12.4,NA,NA,NA,NA,TRUE
cases,2018,year,CHFL,CHFL,all,agegroup_food,all,napoli,39,8582905,0.45,NA,32.7,NA,2.7,NA,NA,NA,NA,TRUE
cases,2018,year,CHFL,CHFL,all,agegroup_food,all,other,502,8582905,5.85,NA,501,NA,34.1,NA,NA,NA,NA,TRUE
cases,2018,year,CHFL,CHFL,all,agegroup_food,all,species,100,8582905,1.17,NA,106.3,NA,6.8,NA,NA,NA,NA,TRUE
cases,2018,year,CHFL,CHFL,all,agegroup_food,all,typhimurium,242,8582905,2.82,NA,218,NA,16.5,NA,NA,NA,NA,TRUE
cases,2019,year,CHFL,CHFL,all,agegroup_food,all,enteritidis,419,8644780,4.85,NA,513,NA,27.2,NA,NA,NA,NA,TRUE
cases,2019,year,CHFL,CHFL,all,agegroup_food,all,monophasic_salmonella_typhimurium,176,8644780,2.04,NA,186,NA,11.4,NA,NA,NA,NA,TRUE
cases,2019,year,CHFL,CHFL,all,agegroup_food,all,napoli,52,8644780,0.6,NA,42,NA,3.4,NA,NA,NA,NA,TRUE
cases,2019,year,CHFL,CHFL,all,agegroup_food,all,other,561,8644780,6.49,NA,519.3,NA,36.4,NA,NA,NA,NA,TRUE
cases,2019,year,CHFL,CHFL,all,agegroup_food,all,species,132,8644780,1.53,NA,130.3,NA,8.6,NA,NA,NA,NA,TRUE
cases,2019,year,CHFL,CHFL,all,agegroup_food,all,typhimurium,203,8644780,2.35,NA,225.7,NA,13.2,NA,NA,NA,NA,TRUE
cases,2020,year,CHFL,CHFL,all,agegroup_food,all,enteritidis,363,8709355,4.17,NA,395.7,NA,29.1,NA,NA,NA,NA,TRUE
cases,2020,year,CHFL,CHFL,all,agegroup_food,all,monophasic_salmonella_typhimurium,163,8709355,1.87,NA,173.7,NA,13.1,NA,NA,NA,NA,TRUE
cases,2020,year,CHFL,CHFL,all,agegroup_food,all,napoli,39,8709355,0.45,NA,43.3,NA,3.1,NA,NA,NA,NA,TRUE
cases,2020,year,CHFL,CHFL,all,agegroup_food,all,other,362,8709355,4.16,NA,475,NA,29,NA,NA,NA,NA,TRUE
cases,2020,year,CHFL,CHFL,all,agegroup_food,all,species,122,8709355,1.4,NA,118,NA,9.8,NA,NA,NA,NA,TRUE
cases,2020,year,CHFL,CHFL,all,agegroup_food,all,typhimurium,200,8709355,2.3,NA,215,NA,16,NA,NA,NA,NA,TRUE
cases,2021,year,CHFL,CHFL,all,agegroup_food,all,enteritidis,488,8778099,5.56,NA,423.3,NA,32.9,NA,NA,NA,NA,TRUE
cases,2021,year,CHFL,CHFL,all,agegroup_food,all,monophasic_salmonella_typhimurium,132,8778099,1.5,NA,157,NA,8.9,NA,NA,NA,NA,TRUE
cases,2021,year,CHFL,CHFL,all,agegroup_food,all,napoli,55,8778099,0.63,NA,48.7,NA,3.7,NA,NA,NA,NA,TRUE
cases,2021,year,CHFL,CHFL,all,agegroup_food,all,other,444,8778099,5.06,NA,455.7,NA,29.9,NA,NA,NA,NA,TRUE
cases,2021,year,CHFL,CHFL,all,agegroup_food,all,species,181,8778099,2.06,NA,145,NA,12.2,NA,NA,NA,NA,TRUE
cases,2021,year,CHFL,CHFL,all,agegroup_food,all,typhimurium,184,8778099,2.1,NA,195.7,NA,12.4,NA,NA,NA,NA,TRUE
cases,2022,year,CHFL,CHFL,all,agegroup_food,all,enteritidis,595,8855062,6.72,NA,482,NA,32.3,NA,NA,NA,NA,TRUE
cases,2022,year,CHFL,CHFL,all,agegroup_food,all,monophasic_salmonella_typhimurium,171,8855062,1.93,NA,155.3,NA,9.3,NA,NA,NA,NA,TRUE
cases,2022,year,CHFL,CHFL,all,agegroup_food,all,napoli,44,8855062,0.5,NA,46,NA,2.4,NA,NA,NA,NA,TRUE
cases,2022,year,CHFL,CHFL,all,agegroup_food,all,other,512,8855062,5.78,NA,439.3,NA,27.8,NA,NA,NA,NA,TRUE
cases,2022,year,CHFL,CHFL,all,agegroup_food,all,species,276,8855062,3.12,NA,193,NA,15,NA,NA,NA,NA,TRUE
cases,2022,year,CHFL,CHFL,all,agegroup_food,all,typhimurium,246,8855062,2.78,NA,210,NA,13.3,NA,NA,NA,NA,TRUE
cases,2023,year,CHFL,CHFL,all,agegroup_food,all,enteritidis,545,9002273,6.05,NA,542.7,NA,29.9,NA,NA,NA,NA,TRUE
cases,2023,year,CHFL,CHFL,all,agegroup_food,all,monophasic_salmonella_typhimurium,156,9002273,1.73,NA,153,NA,8.6,NA,NA,NA,NA,TRUE
cases,2023,year,CHFL,CHFL,all,agegroup_food,all,napoli,64,9002273,0.71,NA,54.3,NA,3.5,NA,NA,NA,NA,TRUE
cases,2023,year,CHFL,CHFL,all,agegroup_food,all,other,492,9002273,5.47,NA,482.7,NA,27,NA,NA,NA,NA,TRUE
cases,2023,year,CHFL,CHFL,all,agegroup_food,all,species,339,9002273,3.77,NA,265.3,NA,18.6,NA,NA,NA,NA,TRUE
cases,2023,year,CHFL,CHFL,all,agegroup_food,all,typhimurium,227,9002273,2.52,NA,219,NA,12.5,NA,NA,NA,NA,TRUE
cases,2024,year,CHFL,CHFL,all,agegroup_food,all,enteritidis,848,9091915,9.33,NA,662.7,NA,37.5,NA,NA,NA,NA,TRUE
cases,2024,year,CHFL,CHFL,all,agegroup_food,all,monophasic_salmonella_typhimurium,141,9091915,1.55,NA,156,NA,6.2,NA,NA,NA,NA,TRUE
cases,2024,year,CHFL,CHFL,all,agegroup_food,all,napoli,36,9091915,0.4,NA,48,NA,1.6,NA,NA,NA,NA,TRUE
cases,2024,year,CHFL,CHFL,all,agegroup_food,all,other,521,9091915,5.73,NA,508.3,NA,23,NA,NA,NA,NA,TRUE
cases,2024,year,CHFL,CHFL,all,agegroup_food,all,species,378,9091915,4.16,NA,331,NA,16.7,NA,NA,NA,NA,TRUE
cases,2024,year,CHFL,CHFL,all,agegroup_food,all,typhimurium,339,9091915,3.73,NA,270.7,NA,15,NA,NA,NA,NA,TRUE
